a,video_id,author,likes,published,updated,text,teks_new,teks_new_lower,"sentimen (1 negatif, 2 netral, 3 positif)"
UgyAX8JmSqYkteBSVJ54AaABAg,1ySbwgZoUZI,@tubuhenergi8370,0,2025-02-16T09:49:23Z,2025-02-16T09:49:23Z,"Kemana uang 11.000 T di kantong Jokowi

Apa hanya membohongi Rakyat
Atau uang itu dikorupsi rame2","Kemana uang 11.000 T di kantong Jokowi

Apa hanya membohongi Rakyat
Atau uang itu dikorupsi rame2","kemana uang 11.000 t di kantong jokowi

apa hanya membohongi rakyat
atau uang itu dikorupsi rame2",1
Ugwa9g3Z0UxMJZs5rqx4AaABAg,1ySbwgZoUZI,@syaifularif4715,0,2025-02-16T09:40:11Z,2025-02-16T09:40:11Z,Kami rakyat miskin punya anak sekolah makan gratis gak penting yang penting sembako bbm di subsidi,Kami rakyat miskin punya anak sekolah makan gratis gak penting yang penting sembako bbm di subsidi,kami rakyat miskin punya anak sekolah makan gratis gak penting yang penting sembako bbm di subsidi,1
UgzkygEY3P-z0JPqfI14AaABAg,1ySbwgZoUZI,@Asoni766,0,2025-02-16T09:35:29Z,2025-02-16T09:35:29Z,GURUNYA TUKANG NGIBUL... MURIDNYA YA IKUT😂😂😂,GURUNYA TUKANG NGIBUL... MURIDNYA YA IKUT,gurunya tukang ngibul... muridnya ya ikut,1
UgyzFe_Ms3MZFFqBDEl4AaABAg,1ySbwgZoUZI,@Ernimanja,0,2025-02-16T09:32:54Z,2025-02-16T09:32:54Z,"mantep lah, kurangin aja kerja cuma pelanga pelongo","mantep lah, kurangin aja kerja cuma pelanga pelongo","mantep lah, kurangin aja kerja cuma pelanga pelongo",3
UgwrJJWdJCHg-L7eNfB4AaABAg,1ySbwgZoUZI,@Rungkad-h6s,6,2025-02-16T09:32:16Z,2025-02-16T09:32:16Z,"katanya gak boleh studi banding krn untuk penghematan kok sekarang malah disuruh studi banding ke 3 negara, benar' kontradiktif antara ucapan dan perbuatan.","katanya gak boleh studi banding krn untuk penghematan kok sekarang malah disuruh studi banding ke 3 negara, benar' kontradiktif antara ucapan dan perbuatan.","katanya gak boleh studi banding krn untuk penghematan kok sekarang malah disuruh studi banding ke 3 negara, benar' kontradiktif antara ucapan dan perbuatan.",1
UgwgBTI9q2x1_NQnex14AaABAg,1ySbwgZoUZI,@cleareyes2254,0,2025-02-16T09:29:25Z,2025-02-16T09:29:25Z,❤,,,2
UgzIXQof_5M1j9OTNzx4AaABAg,1ySbwgZoUZI,@KikiAji-s3u,0,2025-02-16T09:27:12Z,2025-02-16T09:27:12Z,"Penghematan, efisiensi
Kabinet Gemoyy😊😊

Ente waras bozz😂😂😂","Penghematan, efisiensi
Kabinet Gemoyy

Ente waras bozz","penghematan, efisiensi
kabinet gemoyy

ente waras bozz",1
UgyZ23bitwZ_t_kOIrR4AaABAg,1ySbwgZoUZI,@mbahkarjo7105,1,2025-02-16T09:26:33Z,2025-02-16T09:26:33Z,BUAT APA ALAT TULIS??? KAN BISA BAWA BOLPEN SENDIRI2,BUAT APA ALAT TULIS??? KAN BISA BAWA BOLPEN SENDIRI2,buat apa alat tulis??? kan bisa bawa bolpen sendiri2,3
Ugy0OijWS6BQk1_uK_94AaABAg,1ySbwgZoUZI,@Saputra3G,0,2025-02-16T09:25:31Z,2025-02-16T09:25:31Z,Pndpat sya drpda mbg mnding sklh digratiskan...,Pndpat sya drpda mbg mnding sklh digratiskan...,pndpat sya drpda mbg mnding sklh digratiskan...,1
UgySOHV4cifZHcqbHAt4AaABAg,1ySbwgZoUZI,@anchadansen2912,0,2025-02-16T09:25:03Z,2025-02-16T09:25:03Z,Staf Khusus Apa menguntungkan Negara ? Apa hasil kemasukan Buat Negara Stafkhusus yang tidak berguna.,Staf Khusus Apa menguntungkan Negara ? Apa hasil kemasukan Buat Negara Stafkhusus yang tidak berguna.,staf khusus apa menguntungkan negara ? apa hasil kemasukan buat negara stafkhusus yang tidak berguna.,1
UgyG-jVF-tqMoSdAE2N4AaABAg,1ySbwgZoUZI,@MadiunKota-n7t,0,2025-02-16T09:23:56Z,2025-02-16T09:23:56Z,T,T,t,2
UgxXsMkD4cCX5PZUrll4AaABAg,1ySbwgZoUZI,@AlfiRevolusi,0,2025-02-16T09:23:47Z,2025-02-16T09:23:47Z,"Bila ada 15 proyek strategis, jadi sembilan proyek strategis harus selesai juni 2028.semangat semangat, sukses untuk kabinet merah putih dan Presiden Prabowo Subianto🙏","Bila ada 15 proyek strategis, jadi sembilan proyek strategis harus selesai juni 2028.semangat semangat, sukses untuk kabinet merah putih dan Presiden Prabowo Subianto","bila ada 15 proyek strategis, jadi sembilan proyek strategis harus selesai juni 2028.semangat semangat, sukses untuk kabinet merah putih dan presiden prabowo subianto",3
UgywwI2gdhw39E2aTkV4AaABAg,1ySbwgZoUZI,@sanikaintan8163,4,2025-02-16T09:23:16Z,2025-02-16T09:23:16Z,Aamiin...sukses pak.presiden Prabowo Subianto...pangkas anggaran yg tidah harus penting...ambil proses yg di biaya in negara.. untung untuk kesejahteraan rakyat..bagus.,Aamiin...sukses pak.presiden Prabowo Subianto...pangkas anggaran yg tidah harus penting...ambil proses yg di biaya in negara.. untung untuk kesejahteraan rakyat..bagus.,aamiin...sukses pak.presiden prabowo subianto...pangkas anggaran yg tidah harus penting...ambil proses yg di biaya in negara.. untung untuk kesejahteraan rakyat..bagus.,3
UgwbrSVeKGUwbfNGyLB4AaABAg,1ySbwgZoUZI,@Ray-si3or,0,2025-02-16T09:22:48Z,2025-02-16T09:22:48Z,PROYEK OMON2🤧,PROYEK OMON2,proyek omon2,1
UgxSzLM0DQ9vhjskQLF4AaABAg,1ySbwgZoUZI,@miatedsky,0,2025-02-16T09:19:56Z,2025-02-16T09:19:56Z,Bang pwle Ai gk harus banget untuk berita kya gini.,Bang pwle Ai gk harus banget untuk berita kya gini.,bang pwle ai gk harus banget untuk berita kya gini.,2
UgwkhMwyP7BXv77g8fR4AaABAg,1ySbwgZoUZI,@anchadansen2912,0,2025-02-16T09:17:34Z,2025-02-16T09:17:34Z,Penghematan digaungkan tetapi Pengangkatan Staf Khusus yang tidak bermanfaat di lakukan.,Penghematan digaungkan tetapi Pengangkatan Staf Khusus yang tidak bermanfaat di lakukan.,penghematan digaungkan tetapi pengangkatan staf khusus yang tidak bermanfaat di lakukan.,1
UgwxmKin2-vmYuzOK2x4AaABAg,1ySbwgZoUZI,@threeboymhs8219,1,2025-02-16T09:13:34Z,2025-02-16T09:13:34Z,Percuma efisiensi anggaran kalo belum sanggup menyetujui undang2 korupsi,Percuma efisiensi anggaran kalo belum sanggup menyetujui undang2 korupsi,percuma efisiensi anggaran kalo belum sanggup menyetujui undang2 korupsi,1
Ugx_7DItFT5UO0KjOVx4AaABAg,1ySbwgZoUZI,@dennykotto1121,1,2025-02-16T09:12:58Z,2025-02-16T09:12:58Z,Pemerintahan NATO alias OMON OMON 🤭🤭🤭,Pemerintahan NATO alias OMON OMON ,pemerintahan nato alias omon omon ,1
UgxUqzvUbVwm0yDL3gZ4AaABAg,1ySbwgZoUZI,@JhinL-c1z,0,2025-02-16T09:12:00Z,2025-02-16T09:12:00Z,Sah kan uu prmpasan aset koruptor,Sah kan uu prmpasan aset koruptor,sah kan uu prmpasan aset koruptor,1
Ugz_LPrelen9jpFB8BV4AaABAg,1ySbwgZoUZI,@TrollTrolley,14,2025-02-16T09:07:31Z,2025-02-16T09:07:31Z,"10 tahun fokus infrastruktur, mustinya Skrang saatnya fokus SDM","10 tahun fokus infrastruktur, mustinya Skrang saatnya fokus SDM","10 tahun fokus infrastruktur, mustinya skrang saatnya fokus sdm",1
Ugwhp6GxNNL6HIiXFVt4AaABAg,1ySbwgZoUZI,@asriilmiyati3577,0,2025-02-16T09:03:02Z,2025-02-16T09:03:02Z,"Hati -hati Pak Prabowo, nanti struk","Hati -hati Pak Prabowo, nanti struk","hati -hati pak prabowo, nanti struk",1
UgwEFUh87GAyHMkM12l4AaABAg,1ySbwgZoUZI,@gondang-etalase,2,2025-02-16T09:01:00Z,2025-02-16T09:01:00Z,"proyek raksasa tanpa banyak yg pahami, tenaga kerjanya menggunakan tenaga lokal yg berdampak kehidupan masyarakat bawah, dan juga mempraktekan ilmu tenaga engineer lokal untuk membuatnya, jadi pemerintah yg paling besar kontrol penyalah gunaan anggaran.","proyek raksasa tanpa banyak yg pahami, tenaga kerjanya menggunakan tenaga lokal yg berdampak kehidupan masyarakat bawah, dan juga mempraktekan ilmu tenaga engineer lokal untuk membuatnya, jadi pemerintah yg paling besar kontrol penyalah gunaan anggaran.","proyek raksasa tanpa banyak yg pahami, tenaga kerjanya menggunakan tenaga lokal yg berdampak kehidupan masyarakat bawah, dan juga mempraktekan ilmu tenaga engineer lokal untuk membuatnya, jadi pemerintah yg paling besar kontrol penyalah gunaan anggaran.",1
UgzYssWCfEzQ6n06GK54AaABAg,1ySbwgZoUZI,@sunainatulnadia9819,0,2025-02-16T08:59:38Z,2025-02-16T08:59:38Z,hasil penghematan nanti di buat bancakan para pejabat .saya sangat yakin itu..,hasil penghematan nanti di buat bancakan para pejabat .saya sangat yakin itu..,hasil penghematan nanti di buat bancakan para pejabat .saya sangat yakin itu..,1
UgwDVqbxXNvPZx4qUJl4AaABAg,1ySbwgZoUZI,@MangaturHtb,0,2025-02-16T08:57:40Z,2025-02-16T08:57:40Z,Bacot,Bacot,bacot,1
UgxwsyWqpZGchF8Q0o54AaABAg,1ySbwgZoUZI,@YusufCahyoTriputra,0,2025-02-16T08:57:17Z,2025-02-16T08:57:17Z,Gua udah muak sama PUPR hobbynya gali comberan mulu bikin kumuh + banjir semenjak pemotongan anggaran Udah ga ada lagi program tai kaya gitu,Gua udah muak sama PUPR hobbynya gali comberan mulu bikin kumuh + banjir semenjak pemotongan anggaran Udah ga ada lagi program tai kaya gitu,gua udah muak sama pupr hobbynya gali comberan mulu bikin kumuh + banjir semenjak pemotongan anggaran udah ga ada lagi program tai kaya gitu,3
UgyGxRQuXf4uG-rGyJB4AaABAg,1ySbwgZoUZI,@arieldr9548,0,2025-02-16T08:53:03Z,2025-02-16T08:53:03Z,"Hnya angan2 tuh

Yg pting skrg ..
Rakyt butuh makn
 lapnngn krja mkin sulit","Hnya angan2 tuh

Yg pting skrg ..
Rakyt butuh makn
 lapnngn krja mkin sulit","hnya angan2 tuh

yg pting skrg ..
rakyt butuh makn
 lapnngn krja mkin sulit",1
UgwBYKG_-kLx0nxZMeR4AaABAg,1ySbwgZoUZI,@BarryBarrry-v8t,0,2025-02-16T08:51:18Z,2025-02-16T08:51:18Z,Ikn biar jadi mangkrak 😂😂😂,Ikn biar jadi mangkrak ,ikn biar jadi mangkrak ,1
UgxpInv6-l6A1DM_RdF4AaABAg,1ySbwgZoUZI,@Supratman9102,0,2025-02-16T08:49:57Z,2025-02-16T08:49:57Z,Korban rakyat untuk pembangunan ikn😂😂😂,Korban rakyat untuk pembangunan ikn,korban rakyat untuk pembangunan ikn,1
UgxG-sV5XYWrQVGhkmx4AaABAg,1ySbwgZoUZI,@muhirfan5735,0,2025-02-16T08:48:09Z,2025-02-16T08:48:09Z,"Golongan tikus berdasi ternyata ada, sukanya mencuri makanan 😂😂😂😂","Golongan tikus berdasi ternyata ada, sukanya mencuri makanan ","golongan tikus berdasi ternyata ada, sukanya mencuri makanan ",1
Ugwip-ZuITT44ZYZzDV4AaABAg,1ySbwgZoUZI,@ihsan_shan10,0,2025-02-16T08:46:40Z,2025-02-16T08:46:40Z,"Dinas dinas byk yg hambur menggunakan uang negara, contoh nya aja pendidikan itu uang nya besar tp msh narik spp dllnya kan kocak blm lagi di bagian lain nya, kunker yg ga penting studi banding yg ga perlu , drpd ngutang mending efisiensi aja.","Dinas dinas byk yg hambur menggunakan uang negara, contoh nya aja pendidikan itu uang nya besar tp msh narik spp dllnya kan kocak blm lagi di bagian lain nya, kunker yg ga penting studi banding yg ga perlu , drpd ngutang mending efisiensi aja.","dinas dinas byk yg hambur menggunakan uang negara, contoh nya aja pendidikan itu uang nya besar tp msh narik spp dllnya kan kocak blm lagi di bagian lain nya, kunker yg ga penting studi banding yg ga perlu , drpd ngutang mending efisiensi aja.",3
UgydvG7JcE51qukiKXx4AaABAg,1ySbwgZoUZI,@wieariwibowo1775,8,2025-02-16T08:42:43Z,2025-02-16T08:42:43Z,"Pokoknya klo korupsi gak diberantas, ormas tukang palak gak diberantas, borokrasi gak disimplekan, Indonesia tetap akan kesusahan pendanaan karena FDI gak masuk","Pokoknya klo korupsi gak diberantas, ormas tukang palak gak diberantas, borokrasi gak disimplekan, Indonesia tetap akan kesusahan pendanaan karena FDI gak masuk","pokoknya klo korupsi gak diberantas, ormas tukang palak gak diberantas, borokrasi gak disimplekan, indonesia tetap akan kesusahan pendanaan karena fdi gak masuk",1
UgwOnkqR9NCI7r0Klfh4AaABAg,1ySbwgZoUZI,@dwiayuaprilia1433,0,2025-02-16T08:38:41Z,2025-02-16T08:38:41Z,danatara itu buat bagi bagi kue para jonggos dan keluarganya,danatara itu buat bagi bagi kue para jonggos dan keluarganya,danatara itu buat bagi bagi kue para jonggos dan keluarganya,1
Ugx_wC7RgSuumSA2_Ql4AaABAg,1ySbwgZoUZI,@dwiayuaprilia1433,1,2025-02-16T08:37:56Z,2025-02-16T08:37:56Z,mulutnya jokowi dan prabowo gx ada bedanya sama dubur,mulutnya jokowi dan prabowo gx ada bedanya sama dubur,mulutnya jokowi dan prabowo gx ada bedanya sama dubur,1
UgxaBsZ56AlLMyytaBp4AaABAg,1ySbwgZoUZI,@dwiayuaprilia1433,0,2025-02-16T08:36:51Z,2025-02-16T08:36:51Z,penghematan anggaran demi ngasih makan dan jabatan para jonggos dan penjilatnya,penghematan anggaran demi ngasih makan dan jabatan para jonggos dan penjilatnya,penghematan anggaran demi ngasih makan dan jabatan para jonggos dan penjilatnya,1
UgxmcxIPDBOQ7pusM5l4AaABAg,1ySbwgZoUZI,@dwiayuaprilia1433,0,2025-02-16T08:36:01Z,2025-02-16T08:36:01Z,apakah dengan adanya makan gratis bisa bikin orang jadi cerdas,apakah dengan adanya makan gratis bisa bikin orang jadi cerdas,apakah dengan adanya makan gratis bisa bikin orang jadi cerdas,1
UgyrH5hmd0bfXrU0YzR4AaABAg,1ySbwgZoUZI,@oksbangets,0,2025-02-16T08:36:00Z,2025-02-16T08:36:00Z,Pake studi banding,Pake studi banding,pake studi banding,1
Ugyffs4hjstJ2J8uGuV4AaABAg,1ySbwgZoUZI,@dwiayuaprilia1433,0,2025-02-16T08:35:31Z,2025-02-16T08:35:31Z,penghematan ndasmu,penghematan ndasmu,penghematan ndasmu,1
UgxGhR6fOJPCLVKmnx54AaABAg,1ySbwgZoUZI,@dwiayuaprilia1433,0,2025-02-16T08:35:16Z,2025-02-16T08:35:16Z,la dulu si kodokkan sudah study banding sampai ke planet pluto 🤣🤣🤣,la dulu si kodokkan sudah study banding sampai ke planet pluto ,la dulu si kodokkan sudah study banding sampai ke planet pluto ,1
UgwMlPFULt5laKupurZ4AaABAg,1ySbwgZoUZI,@zulfa-sr6cn,2,2025-02-16T08:32:23Z,2025-02-16T08:32:23Z,Gas masih sangat sulit di jogja padahal saya pedagang mikro maaf mlenceng. Bingung mau ngadu kemana dan kesiapa😭,Gas masih sangat sulit di jogja padahal saya pedagang mikro maaf mlenceng. Bingung mau ngadu kemana dan kesiapa,gas masih sangat sulit di jogja padahal saya pedagang mikro maaf mlenceng. bingung mau ngadu kemana dan kesiapa,2
UgwKVGI7KgZMcDgAmL94AaABAg,1ySbwgZoUZI,@sriharina6786,0,2025-02-16T08:31:20Z,2025-02-16T08:31:20Z,"Blunder hidup jokowi , meretas semua nya.","Blunder hidup jokowi , meretas semua nya.","blunder hidup jokowi , meretas semua nya.",2
UgzNFC9ijnk1WtHf6KZ4AaABAg,1ySbwgZoUZI,@sugengtantono9057,2,2025-02-16T08:29:08Z,2025-02-16T08:29:08Z,Kenapa tidak dilombakan aja disainnya di dalam negeri,Kenapa tidak dilombakan aja disainnya di dalam negeri,kenapa tidak dilombakan aja disainnya di dalam negeri,2
UgyvOiCz9zDNTH4HnhN4AaABAg,1ySbwgZoUZI,@fadilihsan5047,5,2025-02-16T08:26:59Z,2025-02-16T08:26:59Z,"Efisiensi juga tunjangan dan fasilitas para menteri wamenteri, para dirjen dan pejabat kelas atas","Efisiensi juga tunjangan dan fasilitas para menteri wamenteri, para dirjen dan pejabat kelas atas","efisiensi juga tunjangan dan fasilitas para menteri wamenteri, para dirjen dan pejabat kelas atas",1
UgyPRVjHteJhbclCoZB4AaABAg,1ySbwgZoUZI,@ibnuwijaya7534,1,2025-02-16T08:25:13Z,2025-02-16T08:25:13Z,Kemarin sempet skeptis tapi setelah ada rencana DANANTARA jd semangat lg...mudah2an berjalan dgn semestinya!.,Kemarin sempet skeptis tapi setelah ada rencana DANANTARA jd semangat lg...mudah2an berjalan dgn semestinya!.,kemarin sempet skeptis tapi setelah ada rencana danantara jd semangat lg...mudah2an berjalan dgn semestinya!.,3
UgzkZlpZ5U_3m_Wf22d4AaABAg,1ySbwgZoUZI,@ramamaulana752,0,2025-02-16T08:23:45Z,2025-02-16T08:23:45Z,"Selama TIKUS TIKUS msh bebas berkeliaran dan seolah ada pembiaran dan di ternak alamiahkan maka jgn harap LUMBUNG PADI akan menghasilkan sesuai harapan, TIKUS  TIKUS ( Level tertinggi smpe level terendah ) sama2 sangat menjijikkan dan blm ada upaya serius menumpasnya

Coba lihat dgn MATA dan HATI wahai para pejabat, aparat penegak hukum dan yg katanya para ketum partai 

INDONESIA akan MAJU klo sdh bebas tuntas dari KORUPTOR

Klo blm ? Siapapun pemimpinnya tak akan mampu menjadikan INDONESIA ini berubah mnjd negara yg MAJU sekalipun org itu di klaim sbg MACAN ASIA katanya, kata yg disana, yg disini , dan yg membelanya dgn argumen terbaiknya","Selama TIKUS TIKUS msh bebas berkeliaran dan seolah ada pembiaran dan di ternak alamiahkan maka jgn harap LUMBUNG PADI akan menghasilkan sesuai harapan, TIKUS  TIKUS ( Level tertinggi smpe level terendah ) sama2 sangat menjijikkan dan blm ada upaya serius menumpasnya

Coba lihat dgn MATA dan HATI wahai para pejabat, aparat penegak hukum dan yg katanya para ketum partai 

INDONESIA akan MAJU klo sdh bebas tuntas dari KORUPTOR

Klo blm ? Siapapun pemimpinnya tak akan mampu menjadikan INDONESIA ini berubah mnjd negara yg MAJU sekalipun org itu di klaim sbg MACAN ASIA katanya, kata yg disana, yg disini , dan yg membelanya dgn argumen terbaiknya","selama tikus tikus msh bebas berkeliaran dan seolah ada pembiaran dan di ternak alamiahkan maka jgn harap lumbung padi akan menghasilkan sesuai harapan, tikus  tikus ( level tertinggi smpe level terendah ) sama2 sangat menjijikkan dan blm ada upaya serius menumpasnya

coba lihat dgn mata dan hati wahai para pejabat, aparat penegak hukum dan yg katanya para ketum partai 

indonesia akan maju klo sdh bebas tuntas dari koruptor

klo blm ? siapapun pemimpinnya tak akan mampu menjadikan indonesia ini berubah mnjd negara yg maju sekalipun org itu di klaim sbg macan asia katanya, kata yg disana, yg disini , dan yg membelanya dgn argumen terbaiknya",1
Ugy4tblG5twFbgl48It4AaABAg,1ySbwgZoUZI,@anakjawa4992,0,2025-02-16T08:22:45Z,2025-02-16T08:22:45Z,Gk usah bikin proyek lagi.,Gk usah bikin proyek lagi.,gk usah bikin proyek lagi.,1
Ugz0x_1iQopNyAKAQW54AaABAg,1ySbwgZoUZI,@rikihardiyanto88,1,2025-02-16T08:22:35Z,2025-02-16T08:22:35Z,"hampir semuah negara, bahkan amerika pun sedang penghematan, ada apa dengan ekonomi dunia kedepannya","hampir semuah negara, bahkan amerika pun sedang penghematan, ada apa dengan ekonomi dunia kedepannya","hampir semuah negara, bahkan amerika pun sedang penghematan, ada apa dengan ekonomi dunia kedepannya",3
Ugw7uWbe4JVOLTk2Feh4AaABAg,1ySbwgZoUZI,@DK_Indonesia77,4,2025-02-16T08:21:33Z,2025-02-16T08:21:33Z,Wasduh bapak kenapa anggaran dipotong...mereka kan senang nya kelebihan bayar...wuahahahahah😂😂😂,Wasduh bapak kenapa anggaran dipotong...mereka kan senang nya kelebihan bayar...wuahahahahah,wasduh bapak kenapa anggaran dipotong...mereka kan senang nya kelebihan bayar...wuahahahahah,3
Ugz75A6VVJkbEHvOiTd4AaABAg,1ySbwgZoUZI,@mudisange449,0,2025-02-16T08:21:31Z,2025-02-16T08:21:31Z,Mana yg triak ikn mangkrak balik ke kamar kah lagi nangis 😂😂,Mana yg triak ikn mangkrak balik ke kamar kah lagi nangis ,mana yg triak ikn mangkrak balik ke kamar kah lagi nangis ,3
UgyhBXh4Q-xGSN0Euml4AaABAg,1ySbwgZoUZI,@RamaPutra-j2w,2,2025-02-16T08:21:20Z,2025-02-16T08:21:20Z,Kami hutuh budiono jadi menteri keuangan,Kami hutuh budiono jadi menteri keuangan,kami hutuh budiono jadi menteri keuangan,1
Ugzda_ss_eX0zszZEVV4AaABAg,1ySbwgZoUZI,@alfinfirdaus3293,1,2025-02-16T08:20:28Z,2025-02-16T08:21:00Z,Yang bilang ikn mangkrak siapa😂 hayoo ngaku😂,Yang bilang ikn mangkrak siapa hayoo ngaku,yang bilang ikn mangkrak siapa hayoo ngaku,3
UgxHbwQ7LoGfs2W4veR4AaABAg,1ySbwgZoUZI,@wyulis827,0,2025-02-16T08:19:15Z,2025-02-16T08:19:15Z,Sedikit berfikirlah....pengangguran menggila...edaaan,Sedikit berfikirlah....pengangguran menggila...edaaan,sedikit berfikirlah....pengangguran menggila...edaaan,1
UgxXzUTTJLlK5YVsxB54AaABAg,1ySbwgZoUZI,@angkringanbsd8966,11,2025-02-16T08:18:46Z,2025-02-16T08:18:46Z,Ngeri proyek raksasa lagi siap2 rakyat diperah😂😂😂,Ngeri proyek raksasa lagi siap2 rakyat diperah,ngeri proyek raksasa lagi siap2 rakyat diperah,1
UgyycPvLSubJgHvxtkB4AaABAg,1ySbwgZoUZI,@andrealdy351,1,2025-02-16T08:16:42Z,2025-02-16T08:16:42Z,Proyek² raksasa sebanyak apapun klo hukuman koruptor ringan ya pasti akan menciptakan para koruptor baru,Proyek2 raksasa sebanyak apapun klo hukuman koruptor ringan ya pasti akan menciptakan para koruptor baru,proyek2 raksasa sebanyak apapun klo hukuman koruptor ringan ya pasti akan menciptakan para koruptor baru,1
UgzIbN97S_H0S1W12TZ4AaABAg,1ySbwgZoUZI,@Qilaa6789,2,2025-02-16T08:14:01Z,2025-02-16T08:14:01Z,"Dalam melakukan berbagai aktivitas, termasuk dlm menggunakan UANG Negara RI itu yg baik n benar bg Pemerintah RI adlh 

bukan untuk MENGKHIANATI, tp untuk SETIA melaksakan PERINTAH para pahlawan RI yg ditulis di UUD'45, yaitu menjdkan KOPERASI sbg soko guru perekonomian Indonesia, karena

dg KOPERASI RI, maka tanah air dan segala yg terkandung didlmnya yg dikuasai oleh Negara RI itu bisa diserahkan pengelolahan kpd KOPERASI, RI, termasuk dlm melakukan berbagai pembangunan dan dlm mengambil SDA Indonesia, dll

dg KOPERASI, maka mayoritas WNI yg lulus n yg tdk lulus sekolah akan dipekerjakan oleh KOPERASI RI tuk jd ABDI2 Negara RI (PNS) a.l: penambang belerang, pasir, emas, tembaga, batu bara, timah, nikel, minyak, sbg nelayan, petani, peternak, sbg tukang, kuli, administrasi, keuangan, personalia, pengelolah sampah, dll

dg KOPERASI RI, maka banyak/sedikitnya PENGANGGURAN & UPAH akan benar2 berada dlm kekuasaan Negara RI (Pemerintah RI); dan tdk akan berada dlm kekuasaan pengusaha/investor/pemodal, yg dlm sejarah Indonesia adlh PENJAJAH Indonesia

dg KOPERASI, maka PERTAHANAN, KEAMANAN & KESELAMATAN Bangsa n Negara RI TIDAK MENJADI LEMAH/KEROPOS 

dg KOPERASI, maka PENINGKATAN harta kekayaan yg se-tinggi2nya akan sangat mudah dilakukan oleh Pemerintah RI secara MERATA  ke semua WNI

Jadi berusahalah sebisa mungkin untuk TIDAK JADI PENGKHIANAT, yg melakukan berbagai macam pembangunan yg tdk mengarah pada pengurangan secara teratur dlm setiap tahunnya a.l: jmlh pengangguran n orang miskin 
Ma'af jika saya salah","Dalam melakukan berbagai aktivitas, termasuk dlm menggunakan UANG Negara RI itu yg baik n benar bg Pemerintah RI adlh 

bukan untuk MENGKHIANATI, tp untuk SETIA melaksakan PERINTAH para pahlawan RI yg ditulis di UUD'45, yaitu menjdkan KOPERASI sbg soko guru perekonomian Indonesia, karena

dg KOPERASI RI, maka tanah air dan segala yg terkandung didlmnya yg dikuasai oleh Negara RI itu bisa diserahkan pengelolahan kpd KOPERASI, RI, termasuk dlm melakukan berbagai pembangunan dan dlm mengambil SDA Indonesia, dll

dg KOPERASI, maka mayoritas WNI yg lulus n yg tdk lulus sekolah akan dipekerjakan oleh KOPERASI RI tuk jd ABDI2 Negara RI (PNS) a.l: penambang belerang, pasir, emas, tembaga, batu bara, timah, nikel, minyak, sbg nelayan, petani, peternak, sbg tukang, kuli, administrasi, keuangan, personalia, pengelolah sampah, dll

dg KOPERASI RI, maka banyak/sedikitnya PENGANGGURAN & UPAH akan benar2 berada dlm kekuasaan Negara RI (Pemerintah RI); dan tdk akan berada dlm kekuasaan pengusaha/investor/pemodal, yg dlm sejarah Indonesia adlh PENJAJAH Indonesia

dg KOPERASI, maka PERTAHANAN, KEAMANAN & KESELAMATAN Bangsa n Negara RI TIDAK MENJADI LEMAH/KEROPOS 

dg KOPERASI, maka PENINGKATAN harta kekayaan yg se-tinggi2nya akan sangat mudah dilakukan oleh Pemerintah RI secara MERATA  ke semua WNI

Jadi berusahalah sebisa mungkin untuk TIDAK JADI PENGKHIANAT, yg melakukan berbagai macam pembangunan yg tdk mengarah pada pengurangan secara teratur dlm setiap tahunnya a.l: jmlh pengangguran n orang miskin 
Ma'af jika saya salah","dalam melakukan berbagai aktivitas, termasuk dlm menggunakan uang negara ri itu yg baik n benar bg pemerintah ri adlh 

bukan untuk mengkhianati, tp untuk setia melaksakan perintah para pahlawan ri yg ditulis di uud'45, yaitu menjdkan koperasi sbg soko guru perekonomian indonesia, karena

dg koperasi ri, maka tanah air dan segala yg terkandung didlmnya yg dikuasai oleh negara ri itu bisa diserahkan pengelolahan kpd koperasi, ri, termasuk dlm melakukan berbagai pembangunan dan dlm mengambil sda indonesia, dll

dg koperasi, maka mayoritas wni yg lulus n yg tdk lulus sekolah akan dipekerjakan oleh koperasi ri tuk jd abdi2 negara ri (pns) a.l: penambang belerang, pasir, emas, tembaga, batu bara, timah, nikel, minyak, sbg nelayan, petani, peternak, sbg tukang, kuli, administrasi, keuangan, personalia, pengelolah sampah, dll

dg koperasi ri, maka banyak/sedikitnya pengangguran & upah akan benar2 berada dlm kekuasaan negara ri (pemerintah ri); dan tdk akan berada dlm kekuasaan pengusaha/investor/pemodal, yg dlm sejarah indonesia adlh penjajah indonesia

dg koperasi, maka pertahanan, keamanan & keselamatan bangsa n negara ri tidak menjadi lemah/keropos 

dg koperasi, maka peningkatan harta kekayaan yg se-tinggi2nya akan sangat mudah dilakukan oleh pemerintah ri secara merata  ke semua wni

jadi berusahalah sebisa mungkin untuk tidak jadi pengkhianat, yg melakukan berbagai macam pembangunan yg tdk mengarah pada pengurangan secara teratur dlm setiap tahunnya a.l: jmlh pengangguran n orang miskin 
ma'af jika saya salah",1
UgxJ8Ra-WKhZUsyB-o14AaABAg,1ySbwgZoUZI,@alfharelramadhandy3892,34,2025-02-16T08:12:09Z,2025-02-16T08:12:09Z,"ambil dari haries moeis 300T  jg bisa menjd pemasukan atau penghematan,,","ambil dari haries moeis 300T  jg bisa menjd pemasukan atau penghematan,,","ambil dari haries moeis 300t  jg bisa menjd pemasukan atau penghematan,,",1
